Adduct,m/z,CCS(Å2),Charge,Instrument,Type,Approach,Calibrant,DOI,Update date,ID
[M+NH4]+,612.5562,263.8,1,Bruker timsTOF Pro,TIMS,Empirical method,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/doi.org/10.1016/j.aca.2022.339886,2022-10-12,AllCCS00103234
[M+NH4]+,860.7702,315.2,1,Bruker timsTOF Pro,TIMS,Empirical method,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/doi.org/10.1016/j.aca.2022.339886,2022-10-12,AllCCS00103540
[M+NH4]+,990.9424,344.8,1,Bruker timsTOF Pro,TIMS,Empirical method,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/doi.org/10.1016/j.aca.2022.339886,2022-10-12,AllCCS00104700
[M+NH4]+,1004.9580,348.0,1,Bruker timsTOF Pro,TIMS,Empirical method,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/doi.org/10.1016/j.aca.2022.339886,2022-10-12,AllCCS00104834
[M+NH4]+,1002.9424,345.4,1,Bruker timsTOF Pro,TIMS,Empirical method,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/doi.org/10.1016/j.aca.2022.339886,2022-10-12,AllCCS00104984
[M+NH4]+,1018.9737,349.5,1,Bruker timsTOF Pro,TIMS,Empirical method,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/doi.org/10.1016/j.aca.2022.339886,2022-10-12,AllCCS00105032
[M+NH4]+,1016.9580,348.5,1,Bruker timsTOF Pro,TIMS,Empirical method,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/doi.org/10.1016/j.aca.2022.339886,2022-10-12,AllCCS00105170
[M+NH4]+,1042.9737,351.5,1,Bruker timsTOF Pro,TIMS,Empirical method,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/doi.org/10.1016/j.aca.2022.339886,2022-10-12,AllCCS00105477
[M+NH4]+,778.6920,299.5,1,Bruker timsTOF Pro,TIMS,Empirical method,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/doi.org/10.1016/j.aca.2022.339886,2022-10-12,AllCCS00106312
[M+NH4]+,806.7233,305.2,1,Bruker timsTOF Pro,TIMS,Empirical method,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/doi.org/10.1016/j.aca.2022.339886,2022-10-12,AllCCS00106317
[M+NH4]+,830.7233,308.5,1,Bruker timsTOF Pro,TIMS,Empirical method,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/doi.org/10.1016/j.aca.2022.339886,2022-10-12,AllCCS00106391
[M+NH4]+,974.9111,340.6,1,Bruker timsTOF Pro,TIMS,Empirical method,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/doi.org/10.1016/j.aca.2022.339886,2022-10-12,AllCCS00108302
[M+CH3COO]-,624.3882,253.6,-1,Agilent 6560 DTIM-QTOF,DTIMS,Multiple-fields,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/10.1021/acs.analchem.6b01728,2021-02-26,AllCCS00109860
[M+CH3COO]-,624.3882,253.6,-1,Agilent 6560 DTIM-QTOF,DTIMS,Multiple-fields,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/10.1021/acs.analchem.6b01728,2021-02-26,AllCCS00109860
[M+H]+,566.3817,245.4,1,Agilent 6560 DTIM-QTOF,DTIMS,Multiple-fields,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/10.1021/acs.analchem.6b01728,2021-02-26,AllCCS00109860
[M+H]+,566.3817,245.4,1,Agilent 6560 DTIM-QTOF,DTIMS,Multiple-fields,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/10.1021/acs.analchem.6b01728,2021-02-26,AllCCS00109860
[M+HCOO]-,778.5604,286.8,-1,Agilent 6560 DTIM-QTOF,DTIMS,Multiple-fields,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/10.1038/s41467-019-08897-5,2021-02-26,AllCCS00109868
[M+H]+,734.5695,278.4,1,Agilent 6560 DTIM-QTOF,DTIMS,Multiple-fields,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/10.1038/s41467-019-08897-5,2021-02-26,AllCCS00109868
[M+Na]+,756.5515,280.6,1,Agilent 6560 DTIM-QTOF,DTIMS,Multiple-fields,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/10.1038/s41467-019-08897-5,2021-02-26,AllCCS00109868
[M-H+2Na]+,806.5648,286.1,1,Agilent 6560 DTIM-QTOF,DTIMS,Multiple-fields,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/10.1038/s41467-019-08897-5,2021-02-26,AllCCS00109870
[M+CH3COO]-,680.4508,264.6,-1,Agilent 6560 DTIM-QTOF,DTIMS,Multiple-fields,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/10.1021/acs.analchem.6b01728,2021-02-26,AllCCS00109881
[M+CH3COO]-,680.4508,264.6,-1,Agilent 6560 DTIM-QTOF,DTIMS,Multiple-fields,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/10.1021/acs.analchem.6b01728,2021-02-26,AllCCS00109881
[M+H]+,622.4443,258.4,1,Agilent 6560 DTIM-QTOF,DTIMS,Multiple-fields,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/10.1021/acs.analchem.6b01728,2021-02-26,AllCCS00109881
[M+H]+,622.4443,258.4,1,Agilent 6560 DTIM-QTOF,DTIMS,Multiple-fields,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/10.1021/acs.analchem.6b01728,2021-02-26,AllCCS00109881
[M+HCOO]-,694.4665,272.4,-1,Bruker timsTOF Pro,TIMS,Empirical method,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/doi.org/10.1016/j.aca.2022.339886,2022-10-12,AllCCS00109882
[M+Na]+,752.5202,276.9,1,Agilent 6560 DTIM-QTOF,DTIMS,Multiple-fields,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/10.1038/s41467-019-08897-5,2021-02-26,AllCCS00109902
[M+HCOO]-,722.4978,277.1,-1,Bruker timsTOF Pro,TIMS,Empirical method,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/doi.org/10.1016/j.aca.2022.339886,2022-10-12,AllCCS00109911
[M+HCOO]-,792.5760,291.3,-1,Bruker timsTOF Pro,TIMS,Empirical method,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/doi.org/10.1016/j.aca.2022.339886,2022-10-12,AllCCS00109913
[M+HCOO]-,804.5760,293.1,-1,Bruker timsTOF Pro,TIMS,Empirical method,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/doi.org/10.1016/j.aca.2022.339886,2022-10-12,AllCCS00109915
[M+Na]+,782.5671,292.0,1,Bruker timsTOF Pro,TIMS,Empirical method,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/doi.org/10.1016/j.aca.2022.339886,2022-10-12,AllCCS00109915
[M+Cl]-,792.5315,289.4,-1,Agilent 6560 DTIM-QTOF,DTIMS,Multiple-fields,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/10.1038/s41467-019-08897-5,2021-02-26,AllCCS00109919
[M+HCOO]-,802.5604,289.3,-1,Agilent 6560 DTIM-QTOF,DTIMS,Multiple-fields,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/10.1038/s41467-019-08897-5,2021-02-26,AllCCS00109919
[M+H]+,758.5695,279.5,1,Agilent 6560 DTIM-QTOF,DTIMS,Multiple-fields,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/10.1038/s41467-019-08897-5,2021-02-26,AllCCS00109919
[M+K]+,796.5254,283.3,1,Agilent 6560 DTIM-QTOF,DTIMS,Multiple-fields,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/10.1038/s41467-019-08897-5,2021-02-26,AllCCS00109919
[M+Na]+,780.5515,283.1,1,Agilent 6560 DTIM-QTOF,DTIMS,Multiple-fields,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/10.1038/s41467-019-08897-5,2021-02-26,AllCCS00109919
[M+HCOO]-,802.5604,291.0,-1,Bruker timsTOF Pro,TIMS,Empirical method,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/doi.org/10.1016/j.aca.2022.339886,2022-10-12,AllCCS00109921
[M+Na]+,780.5515,288.8,1,Bruker timsTOF Pro,TIMS,Empirical method,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/doi.org/10.1016/j.aca.2022.339886,2022-10-12,AllCCS00109921
[M+HCOO]-,826.5604,294.4,-1,Bruker timsTOF Pro,TIMS,Empirical method,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/doi.org/10.1016/j.aca.2022.339886,2022-10-12,AllCCS00109931
[M+Cl]-,840.5315,296.1,-1,Agilent 6560 DTIM-QTOF,DTIMS,Multiple-fields,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/10.1038/s41467-019-08897-5,2021-02-26,AllCCS00109932
[M+HCOO]-,850.5604,296.0,-1,Agilent 6560 DTIM-QTOF,DTIMS,Multiple-fields,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/10.1038/s41467-019-08897-5,2021-02-26,AllCCS00109932
[M+H]+,730.5382,287.1,1,Bruker timsTOF Pro,TIMS,Empirical method,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/10.1021/acs.analchem.8b04979,2021-02-26,AllCCS00109944
[M+Na]+,752.5202,290.4,1,Bruker timsTOF Pro,TIMS,Empirical method,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/10.1021/acs.analchem.8b04979,2021-02-26,AllCCS00109944
[M+H]+,774.6008,284.6,1,Agilent 6560 DTIM-QTOF,DTIMS,Multiple-fields,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/10.1038/s41467-019-08897-5,2021-02-26,AllCCS00109954
[M+Na]+,796.5828,287.1,1,Agilent 6560 DTIM-QTOF,DTIMS,Multiple-fields,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/10.1038/s41467-019-08897-5,2021-02-26,AllCCS00109954
[M+Cl]-,820.5628,295.1,-1,Agilent 6560 DTIM-QTOF,DTIMS,Multiple-fields,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/10.1038/s41467-019-08897-5,2021-02-26,AllCCS00109973
[M+HCOO]-,830.5917,295.5,-1,Agilent 6560 DTIM-QTOF,DTIMS,Multiple-fields,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/10.1038/s41467-019-08897-5,2021-02-26,AllCCS00109973
[M+H]+,786.6008,285.9,1,Agilent 6560 DTIM-QTOF,DTIMS,Multiple-fields,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/10.1038/s41467-019-08897-5,2021-02-26,AllCCS00109973
[M+K]+,824.5567,289.2,1,Agilent 6560 DTIM-QTOF,DTIMS,Multiple-fields,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/10.1038/s41467-019-08897-5,2021-02-26,AllCCS00109973
[M+Na]+,808.5828,288.6,1,Agilent 6560 DTIM-QTOF,DTIMS,Multiple-fields,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/10.1038/s41467-019-08897-5,2021-02-26,AllCCS00109973
[M-H+2Na]+,830.5648,290.4,1,Agilent 6560 DTIM-QTOF,DTIMS,Multiple-fields,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/10.1038/s41467-019-08897-5,2021-02-26,AllCCS00109973
[M+HCOO]-,830.5917,297.1,-1,Bruker timsTOF Pro,TIMS,Empirical method,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/doi.org/10.1016/j.aca.2022.339886,2022-10-12,AllCCS00109974
[M+Na]+,808.5828,294.9,1,Bruker timsTOF Pro,TIMS,Empirical method,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/doi.org/10.1016/j.aca.2022.339886,2022-10-12,AllCCS00109974
[M+Cl]-,846.5785,299.5,-1,Agilent 6560 DTIM-QTOF,DTIMS,Multiple-fields,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/10.1038/s41467-019-08897-5,2021-02-26,AllCCS00109987
[M+Na]+,834.5984,293.1,1,Agilent 6560 DTIM-QTOF,DTIMS,Multiple-fields,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/10.1038/s41467-019-08897-5,2021-02-26,AllCCS00109987
[M+HCOO]-,830.5917,297.1,-1,Bruker timsTOF Pro,TIMS,Empirical method,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/doi.org/10.1016/j.aca.2022.339886,2022-10-12,AllCCS00109997
[M+H]+,786.6008,302.0,1,Bruker timsTOF Pro,TIMS,Empirical method,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/10.1021/acs.analchem.8b04979,2021-02-26,AllCCS00110010
[M+Na]+,808.5828,306.3,1,Bruker timsTOF Pro,TIMS,Empirical method,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/10.1021/acs.analchem.8b04979,2021-02-26,AllCCS00110010
[M+HCOO]-,802.5604,290.6,-1,Bruker timsTOF Pro,TIMS,Empirical method,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/doi.org/10.1016/j.aca.2022.339886,2022-10-12,AllCCS00110019
[M+HCOO]-,826.5604,293.3,-1,Bruker timsTOF Pro,TIMS,Empirical method,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/doi.org/10.1016/j.aca.2022.339886,2022-10-12,AllCCS00110020
[M+Na]+,804.5515,287.8,1,Bruker timsTOF Pro,TIMS,Empirical method,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/doi.org/10.1016/j.aca.2022.339886,2022-10-12,AllCCS00110020
[M+H]+,538.3504,236.5,1,Bruker timsTOF Pro,TIMS,Empirical method,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/doi.org/10.1016/j.aca.2022.339886,2022-10-12,AllCCS00110045
[M+CH3COO]-,512.2630,230.2,-1,Agilent 6560 DTIM-QTOF,DTIMS,Multiple-fields,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/10.1021/acs.analchem.6b01728,2021-02-26,AllCCS00110109
[M+CH3COO]-,512.2630,230.2,-1,Agilent 6560 DTIM-QTOF,DTIMS,Multiple-fields,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/10.1021/acs.analchem.6b01728,2021-02-26,AllCCS00110109
[M+H]+,454.2565,213.3,1,Agilent 6560 DTIM-QTOF,DTIMS,Multiple-fields,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/10.1021/acs.analchem.6b01728,2021-02-26,AllCCS00110109
[M+H]+,454.2565,213.3,1,Agilent 6560 DTIM-QTOF,DTIMS,Multiple-fields,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/10.1021/acs.analchem.6b01728,2021-02-26,AllCCS00110109
[M+CH3COO]-,568.3256,241.4,-1,Agilent 6560 DTIM-QTOF,DTIMS,Multiple-fields,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/10.1021/acs.analchem.6b01728,2021-02-26,AllCCS00110120
[M+CH3COO]-,568.3256,241.4,-1,Agilent 6560 DTIM-QTOF,DTIMS,Multiple-fields,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/10.1021/acs.analchem.6b01728,2021-02-26,AllCCS00110120
[M+H]+,510.3191,230.6,1,Agilent 6560 DTIM-QTOF,DTIMS,Multiple-fields,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/10.1021/acs.analchem.6b01728,2021-02-26,AllCCS00110120
[M+H]+,510.3191,230.6,1,Agilent 6560 DTIM-QTOF,DTIMS,Multiple-fields,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/10.1021/acs.analchem.6b01728,2021-02-26,AllCCS00110120
[M+Na]+,794.5671,285.8,1,Agilent 6560 DTIM-QTOF,DTIMS,Multiple-fields,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/10.1038/s41467-019-08897-5,2021-02-26,AllCCS00110176
[M+HCOO]-,708.4821,274.8,-1,Bruker timsTOF Pro,TIMS,Empirical method,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/doi.org/10.1016/j.aca.2022.339886,2022-10-12,AllCCS00110179
[M+HCOO]-,734.4978,278.7,-1,Bruker timsTOF Pro,TIMS,Empirical method,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/doi.org/10.1016/j.aca.2022.339886,2022-10-12,AllCCS00110180
[M+H]+,798.6008,293.5,1,Bruker timsTOF Pro,TIMS,Empirical method,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/doi.org/10.1016/j.aca.2022.339886,2022-10-12,AllCCS00110232
[M+HCOO]-,790.5604,289.5,-1,Bruker timsTOF Pro,TIMS,Empirical method,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/doi.org/10.1016/j.aca.2022.339886,2022-10-12,AllCCS00110281
[M+HCOO]-,870.6230,304.1,-1,Bruker timsTOF Pro,TIMS,Empirical method,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/doi.org/10.1016/j.aca.2022.339886,2022-10-12,AllCCS00110302
[M+HCOO]-,764.5811,287.5,-1,Bruker timsTOF Pro,TIMS,Empirical method,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/doi.org/10.1016/j.aca.2022.339886,2022-10-12,AllCCS00110623
[M+HCOO]-,778.5967,290.7,-1,Bruker timsTOF Pro,TIMS,Empirical method,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/doi.org/10.1016/j.aca.2022.339886,2022-10-12,AllCCS00110624
[M+HCOO]-,792.6124,292.9,-1,Bruker timsTOF Pro,TIMS,Empirical method,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/doi.org/10.1016/j.aca.2022.339886,2022-10-12,AllCCS00110646
[M+HCOO]-,842.6280,299.8,-1,Bruker timsTOF Pro,TIMS,Empirical method,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/doi.org/10.1016/j.aca.2022.339886,2022-10-12,AllCCS00110699
[M+HCOO]-,844.6437,300.4,-1,Bruker timsTOF Pro,TIMS,Empirical method,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/doi.org/10.1016/j.aca.2022.339886,2022-10-12,AllCCS00110716
[M+HCOO]-,866.6280,303.0,-1,Bruker timsTOF Pro,TIMS,Empirical method,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/doi.org/10.1016/j.aca.2022.339886,2022-10-12,AllCCS00110734
[M+HCOO]-,706.5028,276.4,-1,Bruker timsTOF Pro,TIMS,Empirical method,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/doi.org/10.1016/j.aca.2022.339886,2022-10-12,AllCCS00110739
[M+H]+,662.5119,272.3,1,Bruker timsTOF Pro,TIMS,Empirical method,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/doi.org/10.1016/j.aca.2022.339886,2022-10-12,AllCCS00110739
[M+H]+,676.5276,275.5,1,Bruker timsTOF Pro,TIMS,Empirical method,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/doi.org/10.1016/j.aca.2022.339886,2022-10-12,AllCCS00110740
[M+HCOO]-,776.5811,290.9,-1,Bruker timsTOF Pro,TIMS,Empirical method,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/doi.org/10.1016/j.aca.2022.339886,2022-10-12,AllCCS00110742
[M+HCOO]-,776.5811,289.3,-1,Bruker timsTOF Pro,TIMS,Empirical method,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/doi.org/10.1016/j.aca.2022.339886,2022-10-12,AllCCS00110742
[M+H]+,732.5902,287.0,1,Bruker timsTOF Pro,TIMS,Empirical method,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/doi.org/10.1016/j.aca.2022.339886,2022-10-12,AllCCS00110742
[M+Na]+,754.5722,287.9,1,Bruker timsTOF Pro,TIMS,Empirical method,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/doi.org/10.1016/j.aca.2022.339886,2022-10-12,AllCCS00110742
[M+H]+,760.6215,293.8,1,Bruker timsTOF Pro,TIMS,Empirical method,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/doi.org/10.1016/j.aca.2022.339886,2022-10-12,AllCCS00110746
[M+Na]+,782.6035,294.7,1,Bruker timsTOF Pro,TIMS,Empirical method,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/doi.org/10.1016/j.aca.2022.339886,2022-10-12,AllCCS00110746
[M+H]+,788.6528,299.5,1,Bruker timsTOF Pro,TIMS,Empirical method,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/doi.org/10.1016/j.aca.2022.339886,2022-10-12,AllCCS00110749
[M+HCOO]-,790.5967,292.4,-1,Bruker timsTOF Pro,TIMS,Empirical method,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/doi.org/10.1016/j.aca.2022.339886,2022-10-12,AllCCS00110756
[M+Na]+,768.5878,292.4,1,Bruker timsTOF Pro,TIMS,Empirical method,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/doi.org/10.1016/j.aca.2022.339886,2022-10-12,AllCCS00110756
[M+HCOO]-,804.6124,295.1,-1,Bruker timsTOF Pro,TIMS,Empirical method,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/doi.org/10.1016/j.aca.2022.339886,2022-10-12,AllCCS00110757
[M+HCOO]-,874.6906,309.6,-1,Bruker timsTOF Pro,TIMS,Empirical method,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/doi.org/10.1016/j.aca.2022.339886,2022-10-12,AllCCS00110765
[M+HCOO]-,818.6280,298.2,-1,Bruker timsTOF Pro,TIMS,Empirical method,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/doi.org/10.1016/j.aca.2022.339886,2022-10-12,AllCCS00110773
[M+HCOO]-,526.3514,236.1,-1,Bruker timsTOF Pro,TIMS,Empirical method,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/doi.org/10.1016/j.aca.2022.339886,2022-10-12,AllCCS00110854
[M+H]+,482.3605,231.7,1,Bruker timsTOF Pro,TIMS,Empirical method,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/doi.org/10.1016/j.aca.2022.339886,2022-10-12,AllCCS00110854
[M+Na]+,504.3425,230.7,1,Bruker timsTOF Pro,TIMS,Empirical method,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/doi.org/10.1016/j.aca.2022.339886,2022-10-12,AllCCS00110854
[M+HCOO]-,524.3358,237.3,-1,Bruker timsTOF Pro,TIMS,Empirical method,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/doi.org/10.1016/j.aca.2022.339886,2022-10-12,AllCCS00110860
[M+H]+,480.3449,226.8,1,Bruker timsTOF Pro,TIMS,Empirical method,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/doi.org/10.1016/j.aca.2022.339886,2022-10-12,AllCCS00110860
[M+Na]+,502.3269,229.1,1,Bruker timsTOF Pro,TIMS,Empirical method,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/doi.org/10.1016/j.aca.2022.339886,2022-10-12,AllCCS00110860
[M+HCOO]-,552.3671,241.6,-1,Bruker timsTOF Pro,TIMS,Empirical method,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/doi.org/10.1016/j.aca.2022.339886,2022-10-12,AllCCS00110863
[M+H]+,508.3762,234.5,1,Bruker timsTOF Pro,TIMS,Empirical method,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/doi.org/10.1016/j.aca.2022.339886,2022-10-12,AllCCS00110863
[M+Na]+,530.3582,232.7,1,Bruker timsTOF Pro,TIMS,Empirical method,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/doi.org/10.1016/j.aca.2022.339886,2022-10-12,AllCCS00110863
[M+HCOO]-,582.4140,250.0,-1,Bruker timsTOF Pro,TIMS,Empirical method,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/doi.org/10.1016/j.aca.2022.339886,2022-10-12,AllCCS00110865
[M+H]+,538.4231,246.7,1,Bruker timsTOF Pro,TIMS,Empirical method,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/doi.org/10.1016/j.aca.2022.339886,2022-10-12,AllCCS00110865
[M+H]+,580.3973,246.7,1,Agilent 6560 DTIM-QTOF,DTIMS,Multiple-fields,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/10.1021/acs.analchem.6b01728,2021-02-26,AllCCS00110889
[M+H]+,580.3973,246.7,1,Agilent 6560 DTIM-QTOF,DTIMS,Multiple-fields,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/10.1021/acs.analchem.6b01728,2021-02-26,AllCCS00110889
[M-H]-,578.3827,235.7,-1,Agilent 6560 DTIM-QTOF,DTIMS,Multiple-fields,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/10.1021/acs.analchem.6b01728,2021-02-26,AllCCS00110889
[M-H]-,578.3827,235.7,-1,Agilent 6560 DTIM-QTOF,DTIMS,Multiple-fields,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/10.1021/acs.analchem.6b01728,2021-02-26,AllCCS00110889
[M+H]+,524.3347,233.0,1,Agilent 6560 DTIM-QTOF,DTIMS,Multiple-fields,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/10.1021/acs.analchem.6b01728,2021-02-26,AllCCS00110890
[M+H]+,524.3347,233.0,1,Agilent 6560 DTIM-QTOF,DTIMS,Multiple-fields,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/10.1021/acs.analchem.6b01728,2021-02-26,AllCCS00110890
[M-H]-,522.3201,223.2,-1,Agilent 6560 DTIM-QTOF,DTIMS,Multiple-fields,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/10.1021/acs.analchem.6b01728,2021-02-26,AllCCS00110890
[M-H]-,522.3201,223.2,-1,Agilent 6560 DTIM-QTOF,DTIMS,Multiple-fields,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/10.1021/acs.analchem.6b01728,2021-02-26,AllCCS00110890
[M+H]+,468.2721,217.9,1,Agilent 6560 DTIM-QTOF,DTIMS,Multiple-fields,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/10.1021/acs.analchem.6b01728,2021-02-26,AllCCS00110891
[M+H]+,468.2721,217.9,1,Agilent 6560 DTIM-QTOF,DTIMS,Multiple-fields,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/10.1021/acs.analchem.6b01728,2021-02-26,AllCCS00110891
[M-H]-,466.2575,210.8,-1,Agilent 6560 DTIM-QTOF,DTIMS,Multiple-fields,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/10.1021/acs.analchem.6b01728,2021-02-26,AllCCS00110891
[M-H]-,466.2575,210.8,-1,Agilent 6560 DTIM-QTOF,DTIMS,Multiple-fields,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/10.1021/acs.analchem.6b01728,2021-02-26,AllCCS00110891
[M+H]+,412.2095,202.1,1,Agilent 6560 DTIM-QTOF,DTIMS,Multiple-fields,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/10.1021/acs.analchem.6b01728,2021-02-26,AllCCS00110892
[M+H]+,412.2095,202.1,1,Agilent 6560 DTIM-QTOF,DTIMS,Multiple-fields,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/10.1021/acs.analchem.6b01728,2021-02-26,AllCCS00110892
[M-H+2Na]+,816.5491,288.8,1,Agilent 6560 DTIM-QTOF,DTIMS,Multiple-fields,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/10.1038/s41467-019-08897-5,2021-02-26,AllCCS00110895
[M-H]-,766.5392,276.8,-1,Bruker timsTOF Pro,TIMS,Empirical method,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/doi.org/10.1016/j.aca.2022.339886,2022-10-12,AllCCS00110896
[M+Na]+,712.4889,268.6,1,Agilent 6560 DTIM-QTOF,DTIMS,Multiple-fields,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/10.1038/s41467-019-08897-5,2021-02-26,AllCCS00110944
[M-H+2Na]+,734.4709,268.9,1,Agilent 6560 DTIM-QTOF,DTIMS,Multiple-fields,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/10.1038/s41467-019-08897-5,2021-02-26,AllCCS00110944
